0.000000000000000000e+00,1.996158348602243393e+00,4.364206852596701047e+00,5.888519381374093697e+00,7.522485057382547247e+00,1.117321983785495476e+01,1.308085472909424318e+01,1.649684481281174442e+01,1.800929003073235179e+01,1.923156822555136358e+01,2.003273551322837420e+01,2.291371763088273994e+01,2.441435965301512923e+01,2.630538427393617695e+01,2.868457266260786298e+01,3.035914664946455233e+01,3.235865729978993244e+01,3.414177366474024922e+01,1.998584676173995334e+01,1.898588907279239635e+01,1.812551479357063045e+01,1.722275758904775955e+01,1.755746157677200614e+01,1.879548720287393238e+01,1.992675342055277810e+01,2.021222395002745387e+01,1.972639487683922965e+01,2.000297291221116325e+01,2.106249069439062893e+01,2.206989670475073595e+01,2.202853837072306931e+01,2.191061156731604598e+01,2.048338723061476330e+01,2.095750843988671264e+01,2.108741508438538048e+01,2.148104742648403942e+01,9.377162094552609517e+00,1.115390474061937987e+01,1.512175107763737358e+01,1.749390185249403729e+01,1.915376358855925076e+01,1.987860357243704357e+01,2.140202828067313234e+01,2.275862245017187391e+01,2.427306268643331322e+01,2.682218591645210637e+01,2.844723946868072773e+01,3.215074085684909733e+01,3.330683136216504181e+01,3.514987601903710868e+01,3.690192800318884281e+01,3.842666760854618246e+01,4.037208243432357335e+01,4.141621569777863954e+01
1.996158348602243393e+00,0.000000000000000000e+00,2.963828402926762973e+00,4.588993692635603416e+00,6.265380669339773334e+00,9.790474633511177416e+00,1.165702119007443649e+01,1.495795481493605195e+01,1.652421635759359120e+01,1.778468385206924651e+01,1.862859049251729360e+01,2.148277302581853121e+01,2.297648668411628492e+01,2.493265167853402176e+01,2.738367124032764011e+01,2.910232642355114052e+01,3.114067828184265352e+01,3.296614545401159546e+01,1.990805589078177817e+01,1.874310833420696909e+01,1.769784379274695851e+01,1.650239509509036395e+01,1.658873886152236921e+01,1.767086754338139087e+01,1.869452786620464124e+01,1.882118905745439363e+01,1.822318590687591211e+01,1.839208940504594736e+01,1.936270056153081498e+01,2.031767213914053016e+01,2.019589713283728827e+01,2.002011402555632102e+01,1.853861382072303954e+01,1.897325871983284884e+01,1.909240367551826978e+01,1.949205491027898063e+01,8.758432738004145790e+00,1.032440697298067711e+01,1.392144912659418843e+01,1.617583999009837470e+01,1.772003248826838728e+01,1.837121720383249368e+01,1.988213948465834946e+01,2.114994492900329348e+01,2.258979558675327226e+01,2.505710001290624689e+01,2.667037992876711883e+01,3.041421993484053488e+01,3.159187207312319146e+01,3.347401975204724778e+01,3.526210168110955578e+01,3.681580986250704512e+01,3.878127825768003589e+01,3.986969472902028144e+01
4.364206852596701047e+00,2.963828402926762973e+00,0.000000000000000000e+00,1.625300150572574154e+00,3.301590507200046432e+00,6.865135296775531693e+00,8.754825013874702577e+00,1.213682836232871232e+01,1.366374386355176185e+01,1.490151193742600100e+01,1.572388476302757532e+01,1.859303485568755221e+01,2.009112018630809260e+01,2.201749122720695340e+01,2.444505676355037593e+01,2.615352591152499429e+01,2.818531196855960630e+01,3.000580467892731562e+01,1.748664893654766672e+01,1.618822230757697156e+01,1.500979578717167762e+01,1.364675318969560358e+01,1.364454209415571029e+01,1.470711874791694562e+01,1.573807856230580882e+01,1.591065080536937160e+01,1.537619149576974031e+01,1.563915219738668583e+01,1.671904294247032041e+01,1.775584349097459835e+01,1.780002452276107405e+01,1.779062897366507201e+01,1.654550290029802895e+01,1.727912755569560233e+01,1.760353890928151799e+01,1.834049986561024426e+01,6.061224303938377744e+00,7.457440542259875293e+00,1.095929179663360387e+01,1.323661086037530765e+01,1.482955575402697690e+01,1.552728629063015120e+01,1.704804604646642474e+01,1.839452097320173962e+01,1.992130863075528424e+01,2.251274181696922838e+01,2.414597482638771098e+01,2.781884468223060836e+01,2.896373506052331592e+01,3.079311689905716065e+01,3.253894638346797308e+01,3.406248068807765605e+01,3.600886234553176735e+01,3.705956492612235564e+01
5.888519381374093697e+00,4.588993692635603416e+00,1.625300150572574154e+00,0.000000000000000000e+00,1.677138757809683689e+00,5.285959858307033521e+00,7.192388951557133758e+00,1.063316988071311009e+01,1.212491027645677200e+01,1.334305491236626295e+01,1.414791667721158142e+01,1.702620273584526345e+01,1.852649644174135446e+01,2.043044066365248668e+01,2.284041289987737144e+01,2.454117091553169061e+01,2.656786724049914739e+01,2.838434652781205259e+01,1.621828874194169856e+01,1.483654177040358135e+01,1.357157044993980222e+01,1.209446272395034150e+01,1.203059221984271687e+01,1.308187700623798122e+01,1.412060253381937791e+01,1.433002146673045551e+01,1.384478588709428237e+01,1.417743391713570844e+01,1.533316987640041695e+01,1.642390135242166593e+01,1.658208435817219240e+01,1.668502442137153352e+01,1.560591208002912644e+01,1.652645152160444297e+01,1.697673638831457055e+01,1.791227589113982077e+01,4.703501115952597011e+00,5.916330500572451356e+00,9.336760521882300878e+00,1.163455059479126419e+01,1.326550361911706766e+01,1.399795491060048747e+01,1.552374555353049068e+01,1.692484173517451040e+01,1.850937922849688988e+01,2.117903758101889977e+01,2.282194307803963085e+01,2.644254797179586802e+01,2.756486940884848380e+01,2.935842401227223419e+01,3.107574607512602682e+01,3.257898836946641552e+01,3.451221794593440961e+01,3.553831785742053739e+01
7.522485057382547247e+00,6.265380669339773334e+00,3.301590507200046432e+00,1.677138757809683689e+00,0.000000000000000000e+00,3.671553777966752197e+00,5.590113441187143373e+00,9.091247707631925579e+00,1.053620259756783639e+01,1.172984882409561180e+01,1.251464758719001225e+01,1.540059255101110836e+01,1.690230409458278160e+01,1.878294745052079051e+01,2.117624755101063627e+01,2.287053955628635293e+01,2.489353211921736531e+01,2.670778140632914344e+01,1.503664902062859277e+01,1.355499990818961820e+01,1.218030360724862149e+01,1.054517389034107389e+01,1.038194055167462615e+01,1.140600914871975036e+01,1.244669763628915682e+01,1.269164027792928628e+01,1.226140507653516032e+01,1.267354096749553882e+01,1.391332912511708741e+01,1.506200181043286435e+01,1.534946631330273270e+01,1.557932378831857001e+01,1.469516830351163250e+01,1.581629633407584379e+01,1.640059203789174092e+01,1.754214061120006818e+01,3.610713317918782472e+00,4.428703600779115845e+00,7.659949759324359064e+00,9.975320719388115265e+00,1.164613981369156548e+01,1.241667247572186561e+01,1.394576179413344441e+01,1.540558985051129071e+01,1.705147357360268145e+01,1.980206837802024822e+01,2.145234164110713238e+01,2.501137027968596982e+01,2.610855681216655100e+01,2.786297076010428242e+01,2.954965596039284037e+01,3.103138701251397435e+01,3.295056645902688075e+01,3.395174300016364555e+01
1.117321983785495476e+01,9.790474633511177416e+00,6.865135296775531693e+00,5.285959858307033521e+00,3.671553777966752197e+00,0.000000000000000000e+00,1.919182766073820323e+00,5.455800655547858646e+00,6.865790855646123347e+00,8.061518191294672064e+00,8.862576599333458205e+00,1.174052919495520975e+01,1.324115515179249947e+01,1.515235636494418792e+01,1.759421774659475091e+01,1.932328623554109015e+01,2.137848189312976999e+01,2.323020620473412023e+01,1.397623859961070636e+01,1.222691907212925777e+01,1.051597300374586297e+01,8.257415516133136180e+00,7.447781700987196274e+00,8.096992733880142623e+00,8.954418345594689299e+00,9.046668133671722956e+00,8.591783775042291182e+00,9.064817229041180369e+00,1.041047854060498068e+01,1.164076630506751719e+01,1.215062580186725150e+01,1.262034996785329710e+01,1.215844540327601742e+01,1.367559914067496152e+01,1.453093116497822379e+01,1.608367268563622332e+01,4.570842138093071938e+00,3.559690917825283130e+00,4.309091655764090589e+00,6.389519254716468311e+00,7.981095183169486518e+00,8.747607215381339785e+00,1.027721595514890929e+01,1.177417504002787041e+01,1.348252070647716749e+01,1.633151834207911079e+01,1.798644958336022981e+01,2.145777557543336300e+01,2.252544108603857609e+01,2.424048658755129537e+01,2.590280195625837578e+01,2.737161091931686485e+01,2.928455093043169200e+01,3.028030146563135361e+01
1.308085472909424318e+01,1.165702119007443649e+01,8.754825013874702577e+00,7.192388951557133758e+00,5.590113441187143373e+00,1.919182766073820323e+00,0.000000000000000000e+00,3.569716826935726672e+00,4.946608485492919094e+00,6.150792701030357357e+00,6.972319402478391659e+00,9.838413093688545885e+00,1.133718745103509562e+01,1.327605713761230710e+01,1.575551855774338605e+01,1.750920957734851768e+01,1.958551840286076029e+01,2.146161070518616398e+01,1.384377827833398911e+01,1.199041346562242083e+01,1.013809900909115491e+01,7.570164547858329485e+00,6.284577722564323565e+00,6.562847983612053682e+00,7.228595552111983125e+00,7.164243605870811216e+00,6.672667183121540724e+00,7.188410975806371006e+00,8.611308923430771145e+00,9.895679626277278373e+00,1.056394179312885662e+01,1.119846386114490855e+01,1.103646726855017590e+01,1.278003140305795959e+01,1.378639496176378465e+01,1.555433469463650731e+01,6.012375955695937968e+00,4.492946220152300718e+00,2.936218575016635857e+00,4.593523487367860980e+00,6.075393296786145036e+00,6.828614248062029546e+00,8.358324567796435289e+00,9.876769395064293633e+00,1.162499803826512057e+01,1.453336749962081598e+01,1.618769673619010163e+01,1.960062796216010028e+01,2.065040047747573126e+01,2.234290699042803396e+01,2.399248854107501217e+01,2.545542233014900546e+01,2.736610721049431305e+01,2.836166845406217618e+01
1.649684481281174442e+01,1.495795481493605195e+01,1.213682836232871232e+01,1.063316988071311009e+01,9.091247707631925579e+00,5.455800655547858646e+00,3.569716826935726672e+00,0.000000000000000000e+00,1.683938393934318212e+00,3.024370222552030363e+00,4.005067925580600097e+00,6.649204903424013935e+00,8.106451303719614643e+00,1.019497322369615233e+01,1.282137071145293028e+01,1.465535943177640377e+01,1.679001859473266478e+01,1.873548734854310638e+01,1.506541213328692308e+01,1.312806244360415953e+01,1.115801332972460003e+01,8.305651248613569848e+00,6.229132524023204276e+00,5.373795800616526286e+00,5.178981171398814531e+00,4.246920362382276437e+00,3.284406837814169755e+00,3.618892280477367329e+00,5.120817067672088996e+00,6.480815105568398238e+00,7.440612906949492178e+00,8.395657664141696230e+00,8.876850612949253261e+00,1.099129884784133537e+01,1.225013616368485536e+01,1.436216349589382624e+01,9.422859651375825152e+00,7.666831693772313550e+00,3.742011316563176759e+00,2.810990034095992574e+00,3.026321987292208693e+00,3.426092623855934161e+00,4.925030163130576177e+00,6.319107823089006537e+00,8.060198093403274200e+00,1.101594577724840107e+01,1.266648041792397805e+01,1.603382690036376346e+01,1.708075811405679900e+01,1.878480762976636953e+01,2.045840833445679863e+01,2.194725832613838890e+01,2.387951007152549820e+01,2.492385268276037635e+01
1.800929003073235179e+01,1.652421635759359120e+01,1.366374386355176185e+01,1.212491027645677200e+01,1.053620259756783639e+01,6.865790855646123347e+00,4.946608485492919094e+00,1.683938393934318212e+00,0.000000000000000000e+00,1.340437301581896667e+00,2.327443158243918564e+00,4.995270080347289365e+00,6.470481880753898629e+00,8.527119378494159463e+00,1.114060816439674539e+01,1.297197463674308260e+01,1.510609331240394226e+01,1.705202834091856090e+01,1.469730834911189632e+01,1.276245438351124584e+01,1.079591828110424068e+01,7.948492960846708755e+00,5.678621540992423000e+00,4.362669398733491022e+00,3.768671498401638509e+00,2.573690660788307216e+00,1.727049219863867169e+00,2.653671584150490315e+00,4.464565777911783329e+00,5.920461891190741177e+00,7.260389614777952971e+00,8.493252274282530934e+00,9.421253284327480770e+00,1.167526326972232908e+01,1.303009311282719374e+01,1.525936280095836750e+01,1.045978719780668165e+01,8.572827207757798718e+00,4.114343146914220206e+00,2.051093619993246353e+00,1.350222795240527240e+00,1.884499219858595032e+00,3.414158186192619571e+00,5.063755602505401576e+00,6.994264028761454810e+00,1.010808678779158498e+01,1.173073325660574184e+01,1.488794353947164240e+01,1.586739510592044589e+01,1.747449602439447958e+01,1.907742206319954548e+01,2.051938222155692060e+01,2.242211962081468002e+01,2.341678192390751434e+01
1.923156822555136358e+01,1.778468385206924651e+01,1.490151193742600100e+01,1.334305491236626295e+01,1.172984882409561180e+01,8.061518191294672064e+00,6.150792701030357357e+00,3.024370222552030363e+00,1.340437301581896667e+00,0.000000000000000000e+00,1.005883823310220970e+00,3.699641196930607556e+00,5.191917461003354717e+00,7.205764243544452441e+00,9.803873561804259396e+00,1.163225961772986494e+01,1.376570298740845644e+01,1.571191735527074229e+01,1.453255126903606609e+01,1.262021615069107128e+01,1.068495398701180044e+01,7.907610630574939847e+00,5.570044030854473860e+00,3.900120280301857090e+00,2.861364392890596964e+00,1.260808026517790781e+00,9.128781544028857775e-01,2.510381728303511473e+00,4.361619771959943215e+00,5.799466417545184882e+00,7.398162423121728004e+00,8.808376445856092474e+00,1.004151334343538871e+01,1.236173217974950056e+01,1.377125175899766063e+01,1.606815710583121160e+01,1.139263473323392795e+01,9.443998866317889096e+00,4.824086573273092426e+00,2.301968162528175377e+00,1.895802601660295794e-01,1.048323798844185362e+00,2.387407638695691059e+00,4.284807547795909777e+00,6.345044934177972884e+00,9.542165451634863516e+00,1.111734882030302352e+01,1.405760652235764141e+01,1.497072258862528571e+01,1.648361980310168562e+01,1.801824969163680734e+01,1.941512178919995435e+01,2.128873504690597329e+01,2.223778317425843554e+01
